catalog,model,generated_title,llm_says,llm_pick,cand_1,cand_2,cand_3,cand_4,cand_5,cand_6,cand_7,cand_8,same_item,human_in,llm_dep,llm_in,llm8_in,tset_in,tsort_in,surf_in,cand_1_id,cand_2_id,cand_3_id,cand_4_id,cand_5_id,cand_6_id,cand_7_id,cand_8_id
amazon,llama,Carcassonne Board Game,IN,Carcassonne 2nd Edition + 2 Mini Expansions The River & Abbot | Bundle Board Game Standard 2 - 5 Players 35 Minutes,Carcassonne Abbey & Mayor 5th Extension,My First Carcassonne Board Game | Board Game for Kids | Board Game for Children | Family Board Game | Fun Game for Kids | Ages 4 and up | 2-4 Players | Made by Z-Man Games,Z-Man Games Carcassonne Hunters & Gatherers Board Game | Family Board Game | Board Game for Adults and Family | Strategy Board Game | Adventure Board Game | Ages 8 and up | 2-5 Players | Made,Carcassonne: German Monasteries - Kloster in Deutschland Mini Expansion,Carcassonne Gold Rush Board Game | Family Board Game | Board Game for Adults and Family | Strategy Board Game | Old West Adventure Board Game | Ages 8 and up | 2-5 Players | Made by Z-Man Games,Carcassonne 2nd Edition + 2 Mini Expansions The River & Abbot | Bundle Board Game Standard 2 - 5 Players 35 Minutes,"Carcassonne Inns & Cathedrals EXPANSION 1 | Board Game for Adults and Family | Strategy,Medieval Adventure Board Game | 2-6 Players | Made by Z-Man Games",Z-Man Games Carcassonne Mini 6 The Robbers,0,False,True,True,False,True,False,False,B0014NHK5U,B00JM5GT7W,B08WJHV6H8,B01N9KFNOT,B00OW0I2KE,B082T45NX5,B096JZM43Y,B00JGHCB5K
yelp,llama,Imperial Bar & Lounge,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,RFJVSJ8Wt9DfFJsoNNar3Q,VOGWnQHijIpURf4eNSvIaw,bf29mZGqWBAJ_48RjdCjsQ,uVCMVOTyL4-j4M37o01MwA,iwlPkTBb2CtjD0oe-baXnA,6ujtrcWGNJ19Hzx3q8mrcg,omi3Oj9zt4exWCkMDpDWJw,qV2WddBP-ilLeRPuv7y16w
yelp,gpt-oss,The Watermark,OUT,,,,,,,,,,3,True,True,False,True,True,False,False,vOgQnvKbE4nMopFTjoL8Gg,-8wbH-eTreeURPGDJZu1OQ,InPU6eftzlVdKTu3897Zdg,LRl-bcOGsVqq-pYivCn5uA,7vlRRq1eAY9piTm0AdNqpQ,lwbFhaGaKUtwPdaXXjy3mQ,cdIZWzfLzU8AAnS0rWQXdw,TYURMcdjX8f0QcIkbEK2IQ
yelp,claude,Bacchanal Wine,OUT,,,,,,,,,,1,True,True,False,True,True,False,False,j8JOZvfeHEfUWq3gEz6ABQ,WKMJwqnfZKsAae75RMP6jA,x9xBKymj6CJ2WuCCFInb7g,c6xOzTbNqD-1g9PoxAh4DQ,ByTZJsTDDhvOYKCj7uoy4w,2fTfpN5SggLgW4LlzptMPg,0BNR2_vrxuXG6I7f3Y6LZQ,Hn5wSB6hKqKs-_fzAIocJA
yelp,gpt-oss,LongHorn Steakhouse,IN,,,,,,,,,,1,True,True,True,True,True,True,True,lR_ka9JYYUpL3se5WnLs1w,lR_ka9JYYUpL3se5WnLs1w,lR_ka9JYYUpL3se5WnLs1w,lR_ka9JYYUpL3se5WnLs1w,lR_ka9JYYUpL3se5WnLs1w,lR_ka9JYYUpL3se5WnLs1w,lR_ka9JYYUpL3se5WnLs1w,lR_ka9JYYUpL3se5WnLs1w
yelp,gpt-oss,Bluebird Coffee Roasters,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,-kY_HDP7IMvGl-kBIZVU4A,9XpU6r6ATXSWYfbU7kibaQ,_mM29ipaSjYo4zJZkswZiA,bpEiVcivZFHixcDGKXQQJA,DBpOYGNEwA4cC5xhJ6T87g,KOprnHl3K-oXWszxZKESow,OPQWnVzSu70iE26LOaZiJw,QG_CEG2_kb-0af1O0HiADg
amazon,llama,Redcat Racing Everest-10 1/10 Scale RC Rock Crawler,IN,"Redcat Racing Everest-10 Electric Rock Crawler with Waterproof Electronics, 2.4Ghz Radio Control (1/10 Scale), Red",Redcat Racing Everest GEN7 Pro 1/10 4WD RTR Scale Rock Crawler,RC Metal Aluminum Connect Box W/Main Gear 38T 180009 Upgraded for 1/10 Redcat Racing Everest HSP 4WD Climbing Rock Crawler 94180 Upgrade Parts (Red),"Share Goo RC Aluminum Alloy 180009 Connect Box with 38T Main Gear Compatible with HSP 94180 Redcat Racing Everest 1/10 RC 4WD Climbing Rock Crawler Car,Sliver",Metal Front Bumper for Redcat Racing Everest Gen7 1/10 Scale RTR Rock Crawler,"Redcat Racing Everest-10 Electric Rock Crawler with Waterproof Electronics, 2.4Ghz Radio Control (1/10 Scale), Red",1 Piece Hobbypark RC Metal Aluminum Connect Box W/Main Gear 38T 18009 Upgraded for Redcat Racing Everest HSP Pangolin 1/10 4WD Climbing Rock Crawler 94180 Upgrade Parts,"Redcat Racing Everest-10 Electric Rock Crawler with Waterproof Electronics, 2.4Ghz Radio Control (1/10 Scale), Blue/Black","Redcat Racing Everest GEN7 Sport 1/10 4WD RTR Scale Rock Crawler, Silver",5,True,True,True,False,True,False,False,B07645C13T,B0895W4V28,B087DZB4P7,B07TW3JL5S,B00O9MTP06,B016OAAW98,B07KK7CC6X,B077PYN8DB
yelp,llama,Assembly,IN,,,,,,,,,,6,True,True,True,True,True,True,True,1SQdqp3oEtDe4aQ1fGNJ5g,pmvt9n9bJMZg4_RobTAWVA,myksqxf1k8Z_3KA_7vzn3Q,YoD2cYIACaunSwKSy_G-OQ,y_W44CK2valsIYyp8FWLNA,MmDwOS74IeHja_v4jzfAgQ,SL1CvdV8mqc8xqTJAR4kNw,KlAocfljVDKA1VyXoiCrPQ
movielens,claude,"Bourne Ultimatum, The (2007)",IN,,,,,,,,,,1,True,True,True,True,True,True,True,54286,74668,193849,5418,8665,91535,160438,196443
yelp,claude,Di Bruno Bros,IN,,,,,,,,,,3,True,True,True,True,True,True,True,TlE4OrfOb0ydIfSQSQIyfQ,TlE4OrfOb0ydIfSQSQIyfQ,V4AndHJfOgAwP85wJxyKXQ,TlE4OrfOb0ydIfSQSQIyfQ,TlE4OrfOb0ydIfSQSQIyfQ,TlE4OrfOb0ydIfSQSQIyfQ,xGZvHozMwUjNjcdx40VPEA,tH3T3QZ43l3OPZrzlhsGjQ
amazon,claude,Schleich Horse Club Riding School with Rider and Horse,IN,"Schleich Horse Club, 40-Piece Playset, Horse Toys for Girls and Boys 5-12 years old Riding School with Riders and Horses","Schleich Horse Club, 44-Piece Playset, Horse Toys for Girls and Boys 5-12 years old Riding Center with Rider and Horses","Schleich Horse Club, Horse Toys for Girls and Boys, Hannah's Western Riding Horse Set with Rider and Horse Toy, 12 pieces, Ages 5+","Schleich Horse Club, 40-Piece Playset, Horse Toys for Girls and Boys 5-12 years old Riding School with Riders and Horses","Schleich Horse Club, Horse Toys for Girls and Boys German Riding Pony Mare Horse Figurine, Ages 5+","Schleich Horse Club 7-Piece Horse Toy Playset for Girls and Boys Ages 5+, Horse Stall Extension for Lakeside Horse Riding Center","Schleich Horse Club, 3-Piece Playset, Horse Toys for Girls and Boys 5-12 years old Frisian Stallion Riding Tournament","Schleich Horse Club, Horse Toys for Girls and Boys German Riding Pony Gelding Horse Figurine, Ages 5+","Schleich Horse Club, Horse Toys for Girls and Boys Trakehner Mare Riding Tournament Horse Toy, 2 pieces, Ages 5+",3,True,True,True,True,True,False,False,B01AJNPOAI,B0BH8NHQCZ,B0BGZ56KQP,B08HSGV828,B0BJ186BJ6,B08TCYCZXW,B08HSGRKXG,B0BHTZBXD2
yelp,llama,Jimmy John's,IN,,,,,,,,,,1,True,True,True,True,True,True,True,02jZC7oX0SbWXVFboNwFGA,02jZC7oX0SbWXVFboNwFGA,02jZC7oX0SbWXVFboNwFGA,02jZC7oX0SbWXVFboNwFGA,02jZC7oX0SbWXVFboNwFGA,02jZC7oX0SbWXVFboNwFGA,02jZC7oX0SbWXVFboNwFGA,02jZC7oX0SbWXVFboNwFGA
movielens,claude,Into the Wild (2007),IN,,,,,,,,,,1,True,True,True,True,True,True,True,55247,4171,4769,6173,6598,6815,8580,8650
amazon,mistral,Funko Pop! Rocks: Metallica - James Hetfield,IN,Funko Pop! Rocks: Metallica - James Hetfield Collectible Figure,Funko Pop! Rocks: Metallica - James Hetfield Collectible Figure,Funko Music POP! Metallica James Hetfield Lars Ulrich Kirk Hammett Robert Trujillo Collectible Set,"Metallica Harvesters of Sorrow Super Stage Figures ENTIRE BAND - James Hetfield, Kirk Hammett, Jason Newsted, Lars Ulrich","Harvesters of Sorrow Metallica Figure Set of 4 Individually Carded...Hetfield, Newstead, Hammett, Ulrich...Each Packaged Figure Contains Part of Lars Ulrich Drum Set",Funko Pop! Rocks: Metallica - Lars Ulrich Collectible Figure,Funko Pop! Rocks: Metallica - Lady Justice,Funko Pop! Rocks: Metallica - Robert Trujillo Collectible Figure,Funko Pop! Rocks: Metallica -Kirk Hammett Collectible Figure,1,True,True,True,True,True,False,False,B072KL77LR,B0755JYYNM,B0015GPLPC,B0091LIWFO,B072N5ZGBD,B07HBMBFM6,B072R4PXCR,B072R4HXZ4
amazon,gpt-oss,Board Game Organizer Carrying Case – 12-Compartment Portable,OUT,,"Life Made Better Durable Plastic Toy Carrying Case & Organizer in Purple with Single, Compatible fits Suprizamals, Spacious Interior Compartment","Guardian Tabletop Gaming Backpack | Deluxe Portable Carrying Case with Space For 135+ Figurines, Large Miniatures, and Wargame Transportation | Includes Four Compartment Trays & 3 Layers of Pluck Foam","Toy Organizer Case Compatible with Mini Brands/ 5 Surprise Series 1 2 3 Mystery Capsule Collectible Toy, Portable Carrying Storage Holder for Hotwheels Cars/ Peppa Pig/ Mini Toys (Box Only)","Qiteyz Toy Organizer Carrying Case Compatible with Hot Wheels Cars,Matchbox Cars,Portable Carrying Box Compatible with 80 Toy Cars.(Case Only)",Totem World Master Ball Themed Card Case for Pokemon Card Collectors - Durable Portable Zipper Carrying Storage Organizer Holder - Holds up to 500 Kids Trading Game Cards (Purple/Pink),"WAEKIYTL Tote Bag for Toniebox Starter Set, Outdoor Carrying Case Portable Hand Bag for Toniebox Audio Player and Tonies Figures, Kids Felt Carrying Bag Organizer with Handle (Red)","Toy Storage Organizer Case Compatible with Hot Wheels Monster Trucks 1:64, for Monster Jam, Portable Carrying Collectible Toy Truck Container Carrier Holder Fit for 12 for Hotwheels Car (Box Only)","Toy Storage Organizer Case Compatible with Hot Wheels Car, for Matchbox Cars, Portable Carrying Container Carrier Holder Fit for 36 Toys Car (Box Only)",0,False,False,False,False,False,False,False,B07PGBPBPK,B07SZ2D78R,B08XJJ31YG,B092ZV4V1Z,B07DQB8TH6,B09S9X9GK5,B09LHFXC82,B0B5L6ML6Y
yelp,mistral,RPM Steak,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,yL79wjr-9wa6X1BtRbiIhQ,oRwd2HwhX-gr_HAkQjzhtg,LhR4dRSm1cVj8cowdRSg2w,4QcHtnJeO7gbVOQtiayGkA,WWl6krQ3x1uWO5rPPavVDA,jL3Xb2ybP49NvGz9NSxWHA,kI7C2DYTBqi3Uj6pd1rV3Q,pgm4u3T5ymu5t2jAW1EW0g
amazon,mistral,4M KidzLabs Crystal Mining Kit,OUT,,"4M Kidzlabs Crystal Science Kit - DIY STEM Toys Lab Experiment, Educational Gift for Kids & Teens",4M Volcano and Crystal Mining Science Kit,"4M Kidzlabs Magic Kit - Learn DIY 12 Magician Tricks & Illusions Gifts for Kids, Boys & Girls","4M Kidzlabs Kaleidoscope Making Kit - Optical Light Physics Stem Toys Craft Gift for Kids & Teens, Boys & Girls (3435)","4M KidzLabs Dig A Dino Tyrannosaurus Rex, Paleontology Skeleton Fossil Dinosaur Discovery - STEM Toys Educational Gift for Kids & Teens, Girls & Boys","4M Kidzlabs Pocket Volcano, DIY STEM Chemistry Geology Lab Experiment - Educational Gift, For Boys & Girls Ages 5+",4M KidzLabs Balancing Robot Building Kit,4M KidzLabs Science Toys Lab Science Kit,0,False,False,False,False,False,False,False,B0BPFJB8JF,B01COYPZ0E,B0BBQ91185,B0009Z3KM6,B000ICZ8RK,B003OVL8V2,B00U7RSLXY,B011MTR488
amazon,gpt-oss,Nerf N‑Strike Elite Strongarm Blaster,IN,Nerf N-Strike Elite: Strongarm Blaster,WORKER Mod Modification Upgrade spring For NERF N-STRIKE ELITE STRONGARM Blaster/Nerf Rebelle Spylight Blaster/Zombie Strike Flipfury,Nerf N-Strike Elite: Strongarm Blaster with 30-Dart Refill Pack Frustration-Free Packaging Bundle,Nerf N-Strike Elite: Strongarm Blaster,Nerf N-Strike Elite Strongarm Double Your Darts Blaster,"NERF Strongarm N-Strike Elite Toy Blaster with Rotating Barrel, Slam Fire, and 6 Official Elite Darts, Orange & Elite Disruptor Dynamic Green Dart Blaster, 6-Dart Rotating Drum","Nerf N Strike Elite Strongarm Toy Blaster & Strongarm Nerf N-Strike Elite Toy Blaster with Rotating Barrel, Slam Fire, and 6 Official Nerf Elite Darts (Amazon Exclusive)",NERF N-Strike Elite Strongarm Sonic Fire Blaster,"Nerf Zombie Strike FlipFury Blaster,Orange, Etc. & N Strike Elite Strongarm Toy Blaster with Rotating Barrel, Slam Fire, and 6 Official Nerf Elite Darts for Kids, Teens, & Adults(Amazon Exclusive)",3,True,True,True,True,True,True,True,B01DSYDRTK,B018HFXSCG,B009T45XDW,B009NFH7CC,B0BPNPXCJT,B08D9K41BX,B07NP8GNXY,B08YC34CCD
amazon,gpt-oss,LED Light-Up Fidget Spinner – Sensory Toy,OUT,,"Effacera Fidget Spinners Toy 4 Pack LED Light Up Fidget Spinner Packs,Fidget Bubble Simple Fidget Toys Glow Party Favors Sensory Toys for Toddler Kids Teen Girls Boys","Aveloki Led Light Pop Fidget Spinner, Simple Popper Fidget Spinner Toy, Pop Bubble Hand Spinner Sensory Toy for Kids Reducing Boredom, Anxiety",Ancrina Pop Bracelet Fidget Spinner Sensory Toys 5 Pack Boys Girls Birthday Party Favors Return Gifts School Prize for Kids LED Light Up Glow in The Dark Bubble Supplies Goodie Bags Basket Stuffers,Solid Metal LED Light Up Fidget Spinner - Reusable Party Favor with Plentiful Light Shows - Noise Free Hand Sensory Toy with Spare Batteries - Stress Anxiety ADD ADHD Relief Reducer – Matte Black,"1030design LED Fidget Spinner Bracelet Light Up Pop Watch Push Bubble Fidget Toy ,Stress Relief Glow Bracelets Sensory Toy for Kids Easter Basket Stuffers (Pink)","1ABC Big Rainbow Chess Board Pop Its Fidget Toy Set for Kids Adult Family Game Great Gift of Sensory Toys for Christmas Pop Peas, Popit Bracelet, Fidget Pen, Keychain, Transform Spinner, LED Ring","Fidget Spinner [5 Pcs] MEGA Pack, Crystal Led Light Up Rainbow Toy, Clear Fidget Toy |The Mesmerizing Led Lights| Sensory Finger Fiddle Toy |For Boredom Adhd Anxiety Stress Relief |Adults, Boy N Girls",LED Light Fidget Spinners and Pop Its Toys [Pack of 2] Light Up Simple Dimple Fidget Ring Toy Pack - Stress Anxiety Relief Sensory Hand Fidget Spinner Toys for Boys and Girls,0,False,True,False,True,True,False,False,B096LNNT3V,B0BTT1CC1J,B09BCPYWXY,B0B7B54VF6,B09GVBRFXX,B09LP611MT,B073NYSF35,B08GZN53PF
yelp,gpt-oss,The Velvet Chair Salon,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,oJZqZ_QVHVmjWY8HC6Mceg,DYpQrwqcvJ4-CLOFE7Hwcw,ZRlZRql5cZWaJ-q-MS4dvA,5CZIGD5oNpS5gQTiVxHCdg,iSJlDpeYlhUYLGpkVwolMA,N1hDWY2lPIJlWCeQKFZ29w,hkzC9Zje7rFffF-2ac6Vdg,3czF_JxPV3G7B9bnuyHAAA
amazon,llama,Runewars: The Uthuk Yllan,IN,Runewars: Uthuk Y'llan,Runewars: Uthuk Y'llan,Runewars: Miniature Game Core Set for 156 months to 180 months,"Fantasy Flight Games Runewars: Beastmaster Th'uk Tar, Multicolor (FFGRWM33)",Runewars: Spined Threshers Unit Expansio,Runewars: Kethra A'laak Hero Expansion,"LITKO 5-Figure Horde Tray | 25mm Circle Bases | Pack of 8 | Movement Tray | Compatible with Warhammer, Age of Sigmar, Bolt Action, Flames of War, Runewars, War of The Rings",Fantasy Flight Games Runewars: Flesh Rippers Expansion Pack,Runewars: Death Knights Expansion Pack,1,True,True,True,True,False,False,False,B075883V2Q,B01KXPYVLU,B07GHT8YTX,B076TXSJ3T,B077WHN9CP,B00M1U7OMO,B076TZNHCP,B0758B5MP6
amazon,gpt-oss,Fisher-Price Little People Disney Princess Castle Playset,IN,Fisher-Price Disney Princess Toddler Toy Little People Play & Go Castle Portable Playset with Ariel & Cinderella Figures for Ages 18+ Months,Fisher-Price Disney Princess Toddler Toy Little People Play & Go Castle Portable Playset with Ariel & Cinderella Figures for Ages 18+ Months,Fisher-Price Little People Toddler Playset Disney Frozen Arendelle Castle with Lights Sounds Anna & Elsa Figures for Ages 18+ Months (Amazon Exclusive),"Fisher-Price Little People Disney Princess, Ariel Vehicle Playset","Fisher-Price Little People Disney Princess, Snow White's Kindness Cottage Playset",Fisher-Price Little People Toddler Playset Disney Princess Cinderella’s Dancing Carriage Vehicle with 2 Figures for Ages 18+ Months,"Fisher-Price Little People Disney Princess, Cinderella's Helpful Friends Home Playset","Fisher-Price Little People Disney Princess, Belle's Caring House Playset","Fisher-Price Little People Disney Princess, Wheelies Playset Doll",1,True,True,True,True,True,False,False,B0C5JC3GCJ,B09NPDQLPN,B075KC2S9S,B0756SZVTK,B09NPCV69D,B075KC2S9T,B075KDBRK9,B01NBTH4PC
amazon,llama,Holy Stone HS100 GPS Drone,OUT,,Holy Stone HS100 2K GPS Drone with 2 Batteries,co2CREA Hard Travel Case Replacement for Holy Stone HS100 / HS100G GPS FPV RC Drone Camera Quadcopter¡­,Hermitshell Hard Travel Case for Holy Stone GPS FPV RC Drone HS100 / HS100G,"MASCARRY Holy Stone FPV RC HS100 Drone Case, Waterproof Quadcopter Carrying Cases Traveling Bag Backpack for Holy Stone GPS FPV RC Drone HS100 Quadcopter and Accessories",Holy Stone HS100 2K GPS Drone with Spare Parts Kit,"Holy Stone Remote Controller for HS110G Drone and HS100 2K Drone, Color Black","Holy Stone Drone Carrying Case Quadcopter Backpack Waterproof Portable Traveling Bag Cases for F181C F181W HS200 HS110D HS200D and Accessories, Not for HS120D, HS100 nor HS700",Holy Stone Drone Spare Parts Original Motors (2 Pcs) for HS100 RC Quadcopter Clockwise and Anti-Clockwise Motors(2 Pcs),1,True,False,False,True,True,False,False,B0863JM193,B07NW3T6Q4,B07MVXPXQ3,B07F1VBV4C,B08H8BPWMG,B07SB34Q67,B075NZ79YY,B075W9PTZ8
yelp,mistral,Fitz on 4th,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,_AStgdcAhL_0GWrA52tLHg,sCaB7oJvvwdg1ymuSx2Stg,qh2xcM_-oY45dQjyiHP8MQ,SySmQMPGQELEH9GEgEHUxw,nhyabZStK1FIo-ojnvBVeg,0gdnntqYGYhUCTTf0a7Xcg,6GeezpXz_jYeVnt450fOKg,W6orXwwTkzkgPBHoFbllag
amazon,llama,Kapla Blocks 200 Piece Set,IN,KAPLA Wooden Construction kit 200 Bricks,KAPLA Wooden Construction kit 200 Bricks,KAPLA BOEK NR 3 GROEN EENVOUDI,KAPLA 40 Squares Dark Blue - Wooden Construction Set - 40 Dark Blue Colored Building Planks - for Ages 3+,KAPLA Art Book 2- Blue,KAPLA 40 Squares Yellow - Wooden Construction Set - 40 Yellow Colored Building Planks - for Ages 3+,"KAPLA 40 Colors and Book - Red, Orange",KAPLA Wooden Construction Set - 1000 Building Planks in a Chest - for Ages 3+,"KAPLA 40 Colors and Book Yellow, Green",1,True,True,True,True,False,False,False,B0007KLH1Y,B000VJ1NOW,B007ADDZ5C,B000VBJHDO,B000K0L8QK,B000K0H2EM,B000I0RWDK,B000K0KU46
movielens,llama,Mission: Impossible II,IN,,,,,,,,,,1,True,True,True,True,True,True,True,3623,648,45186,91630,111781,159002,189333,52108
movielens,claude,Catch Me If You Can (2002),IN,,,,,,,,,,1,True,True,True,True,True,True,True,5989,164314,180505,121300,51111,203709,9010,174945
amazon,mistral,Yu-Gi-Oh! - Ghost Rare Cards from Premium Gold 3,OUT,,YU-GI-OH! - Ghost of a Grudge (PGLD-EN029) - Premium Gold - Unlimited Edition - Gold Secret Rare,YU-GI-OH! - Ghost Ogre & Snow Rabbit (PGL3-EN052) - Premium Gold: Infinite Gold - 1st Edition - Gold Rare,Yu-Gi-Oh! - Mystical Space Typhoon (GLD5-EN038) - Gold Series: Haunted Mine - Limited Edition - Ghost/Gold Hybrid Rare,Yu-Gi-Oh! - Solemn Judgment (GLD5-EN045) - Gold Series: Haunted Mine - Limited Edition - Ghost/Gold Hybrid Rare,Yu-Gi-Oh! - Gorz The Emissary of Darkness (GLD5-EN024) - Gold Series: Haunted Mine - Limited Edition - Ghost/Gold Hybrid Rare,Yu-Gi-Oh! - Naturia Barkion (GLD5-EN033) - Gold Series: Haunted Mine - Limited Edition - Ghost/Gold Hybrid Rare,Yu-Gi-Oh! - Herald of Perfection (GLD5-EN030) - Gold Series: Haunted Mine - Limited Edition - Ghost/Gold Hybrid Rare,Yu-Gi-Oh! - Blue-Eyes White Dragon (GLD5-EN001) - Gold Series: Haunted Mine - Limited Edition - Ghost/Gold Hybrid Rare,0,False,False,False,False,False,False,False,B00MAMO20U,B01CYP9ISS,B008AL14FG,B008AL15M8,B008AL10I2,B008AL13AW,B008AL12C6,B008AL0T5W
amazon,gpt-oss,Play‑Doh Disney Princess Frozen Ice Castle Set,OUT,,"RUNNUT Frozen Princess Tent with Magic Set, Frozen Toys for Girls, Ice Castle Tent for Indoor & Outdoor Play Tent, ASTM Certified Play Tent for Kids, 3 4 5 6 7 8 9 10 Girls Party Birthday Gifts","AÖARLO Frozen Princess Play Tent with Snowflake Lights, Frozen Toy for Girls, Ice Castle Princess Tent for Indoor and Outdoor Games, Party Birthday Gifts Toddler Tent for Girls, Pop Up Tents for Kids","Under the Baubles Educiro Frozen Ice Princess Castle with Reindeer Sven moveable Toy Building Set for Kids, Girls, and Boys Ages 8-12,(912 Pieces) Anna-Elsa's Toys Gift Ideas",Lego 10899 DUPLO Disney Frozen Ice Castle Princess Elsa and Anna Mini Dolls and Snowman Figure Toys for 2 Years Old Girl and Boy,"LEGO Disney Princess The Ice Castle 43197 Buildable Toy, with Frozen Anna and Elsa Mini Doll Figures and Olaf Figure, Gift Idea","LEGO DUPLO Disney Princess Frozen Ice Castle 10899 Building Toy with Light Brick, Princess Elsa and Anna Mini-Dolls Plus Olaf Figure, Gifts for 2 Year Old Toddlers, Girls & Boys","Friends Frozen Castle Building Kit Princess Magical Ice Palace Creative Toy Set for girls 6-12, Best Learning and Roleplay STEM Construction Toy Gifts with Storage Box for Kids (522 Pieces)","EDUCIRO Friends Frozen Ice Castle Building Girls Toys (671 Pieces), Princess Toys House for Girl, Birthday Gift Idea with Girls, Boys, and Kids Aged 7 Years Old+",0,False,False,False,False,False,False,False,B0BHWV6ZBV,B0B93LM873,B09S349ZJM,B08Z3JJNCM,B0BLLS6R5L,B08X2PZ298,B09WXNCLQF,B0C6TMP55D
amazon,claude,LEGO DUPLO Classic Brick Box 10913 First DUPLO Set with Storage Box,IN,"LEGO DUPLO Classic Brick Box Building Set 10913 - Features Storage Organizer, Toy Car, Number Bricks, Build, Learn, and Play, Great Gift Playset for Toddlers, Boys, and Girls Ages 18+ Months","LEGO DUPLO Classic Brick Box Building Set 10913 - Features Storage Organizer, Toy Car, Number Bricks, Build, Learn, and Play, Great Gift Playset for Toddlers, Boys, and Girls Ages 18+ Months","LEGO DUPLO Classic Deluxe Brick Box 10914 Starter Set - Features Storage Box, Bricks, Duplo Figures, Dog, and Car, Creative Play, Great Early Learning Toy for Toddlers Ages 18+ Months",LEGO DUPLO My First Animal Brick Box 10863 Building Blocks (34 Pieces),LEGO Brick Themes DUPLO My First Farm 6141,"LEGO DUPLO My First Organic Garden Brick Box 10984, Stacking Toys for Babies and Toddlers 1.5+ Years Old, Learning Toy with Ladybug, Bumblebee, Fruit & Veg",JIXIn Dinosaur Marble Run Building Blocks/Compatible with LEGO DUPLO/Dino Eggs Fun Marble Maze Blocks/125 PCS Classic Brick Building Toy Set for Preschool Kids/Gift Toy for Boys/Girls Age 3 4 5 6 7 8+,Brick Nation Wooden Lego Compatible Tray Framed Green Plastic 10x10 Baseplate Perfect Travel Lap for Kids to Build On - Compatible with Duplo & Classic Bricks,"LEGO 10909 DUPLO Classic Heart Box, First Bricks Building Toy with Helicopter, Boat, Animal Toys and More, Gifts for Toddlers and Kids 1.5 Years Old",1,True,True,True,True,False,False,False,B07WJJF8PB,B0C48C8GBG,B075M1G94H,B005VPRD3Q,B0C48P7F3H,B0BTPCJ3XS,B07CJK6JN3,B0B57DDJG1
amazon,llama,Funko POP Marvel: Spider-Man,IN,Funko POP! Marvel 4 Inch Vinyl Bobble Head Figure - Spider Man,"Funko Pop Marvel: Animated Spider-Man Movie Mile Morales with Cape Collectible Figure, Multicolor (33976)","Funko POP Marvel: Spider-Man: No Way Home - MJ,Multicolor,57635",Funko Marvel Collector - Spider-Man Far from Home Subscription Box July 2019 Theme,Funko POP! Marvel 80th Anniversary - Spider-Man [Patina] # 495 - Target Exclusive,Funko POP! Marvel: Avengers Infinity War Bundle - Iron Man and Iron Spider Collectible Figures,"Funko Pop! Marvel: Spider-Man No Way Home - Statue of Liberty, Fall Convention Exclusive",Funko POP! Marvel 4 Inch Vinyl Bobble Head Figure - Spider Man,"Funko Pop! Marvel: Spider-Man: No Way Home - Spider-Man in Upgraded Suit, Multicolor",7,True,True,True,False,True,False,False,B07DFCCFRQ,B08YKD1MZ2,B07S7YK8Q6,B07VZ379WD,B079Z5HYC9,B09YT3KTNL,B004R7PWBO,B08YKF1ZF2
yelp,gpt-oss,Reno Coffee & Bakery,OUT,,,,,,,,,,0,False,False,False,False,False,False,False,bob682_A7fb0NG92T__oeA,FkRQ735Sh9JOsHBQYXFkEw,eQo42s9IYFnLbRkFFU86ww,z9wCTHYI2VZy9YIblwSsgg,ACYqszWy-AlxeskqHuiRBg,23OxrUaCvvVrwSa1z3xG-w,ZWTaHa3PUhllOcvlCEgybA,e4MoozYGqe_rb4_ZC1rYMQ
