catalog,model,generated_title,confidence,surface_score,llm_in_catalog,llm_match_title,llm_match_id,llm_match_quartile
amazon,claude,"Orbeez, the One and Only, 2000 Non-Toxic Water Beads, Sensory Toy for Kids",68.0,75.30864197530865,True,"Orbeez, The One and Only, Mega Pack with 2,000 Water Beads, Sensory Toy for Kids Aged 5 and up",B09HSWCT5B,Q1
amazon,mistral,VTech Touch and Learn Activity Desk Deluxe,92.0,100.0,True,VTech Touch and Learn Activity Desk Deluxe,B01CIHHVXQ,Q1
amazon,claude,Splendor,78.0,40.0,True,Splendor Board Game (Base Game) | Family Board Game | Board Game for Adults and Family | Strategy Game | Ages 10+ | 2 to 4 players | Average Playtime 30 minutes | Made by Space Cowboys,B0BMGW1N8Q,Q1
amazon,mistral,"Edushape Sensory See-Me Ball Set, 4-Piece",85.0,80.51948051948052,False,,,
amazon,mistral,Melissa & Doug Wooden Chef’s Pretend Play Toy Pizza Counter Set – Pizza Making Station,92.0,71.27659574468085,True,Melissa & Doug Wooden Pizza Counter & Pizza Party,B08J8M47HP,Q1
amazon,claude,Catan Board Game (Base Game),76.0,78.57142857142857,True,Catan Board Game (Base Game) | Family Board Game | Board Game for Adults and Family | Adventure Board Game | Ages 10+ | for 3 to 4 Players | Average Playtime 60 Minutes | Made by Catan Studio,B07JC5GND1,Q2
amazon,claude,Schleich Dragon Knight Toy Figure,75.0,82.5,False,,,
amazon,llama,Magic The Gathering Modern Horizons Booster Box,76.0,86.23853211009174,True,"Magic: The Gathering Modern Horizons Booster Box | 36 Booster Packs | Factory Sealed, One Size",B07SZG8JFJ,Q1
amazon,llama,Funko POP Disney: Tangled - Rapunzel Action Figure,78.0,100.0,True,Funko POP Disney: Tangled - Rapunzel Action Figure,B07SW7QCNM,Q1
amazon,llama,Ever After High Dolls,72.0,77.77777777777779,False,,,
amazon,claude,"LEGO NINJAGO Ninja Dragon Temple Building Set, Ninja Toy for Kids",74.0,70.3125,True,"LEGO NINJAGO Ninja Dragon Temple Set 71759 with Toy Motorcycle, Kai, NYA and Snake Warrior Minifigures, Gift for Kids 4 Plus Years Old",B09XWHHWBP,Q1
amazon,mistral,T-Motor F60 Pro III 2306 2400KV 3-6S Brushless Motor for FPV Racing Drone (2pcs),92.0,78.16091954022988,False,,,
amazon,llama,Redcat Racing GEN8 1/10 Scale Truck,85.0,85.33333333333333,True,Redcat Racing Blue GEN8 Scout II Scale Rock Crawler 4WD Off Road with Portal Axles Licensed Body & More,B07LGSWHRY,Q1
amazon,llama,Melissa & Doug Wooden Blocks Set,69.0,81.69014084507043,False,,,
amazon,gpt-oss,LEGO Friends Heartlake City Resort Building Set,88.0,78.0952380952381,True,"LEGO Friends Heartlake City Resort 41347 Top Hotel Building Blocks Kit for Kids Aged 7-12, Popular and Fun Toy Set for Girls (1017 Pieces) (Discontinued by Manufacturer)",B07BJ57QT6,Q1
amazon,gpt-oss,Disney Princess Dress‑Up Costume Set – Multiple Outfits,77.0,71.69811320754718,False,,,
amazon,gpt-oss,Wild Republic Dinosaur Plush – T‑Rex 12‑Inch,83.0,72.22222222222221,True,"WILD REPUBLIC T-Rex Plush, Dinosaur Stuffed Animal, Plush Toy, Gifts for Kids, Cuddlekins 12""",B00705Z4TA,Q1
amazon,llama,Hobbywing Seaking V3 120A ESC,80.0,80.0,True,Hobbywing Seaking V3 Water Proof Brushless ESC 120A for Boat #30302360,B00NYPLY7Q,Q2
amazon,llama,Schleich Horse Farm Playset with Figures and Accessories,79.0,81.13207547169812,True,Schleich Farm with Animals and Accessories Playset,B01C6WLXZA,Q2
amazon,mistral,GoolRC RC Car 1/16 Scale 4WD 36+ KM/H High Speed Remote Control Truck,82.0,79.19463087248322,False,,,
amazon,claude,Fisher-Price Little People Animal Friends Farm,78.0,100.0,True,Fisher-Price Little People Animal Friends Farm,B09PM4PZ44,Q1
amazon,gpt-oss,L.O.L. Surprise! O.M.G. Series 2 Doll,75.0,90.32258064516128,False,,,
amazon,claude,Funko Pop! Rocks: The Ramones - 4 Pack,80.0,70.96774193548387,False,,,
amazon,claude,"Crayola Washable Kids Paint, 10 Count, Painting Supplies",76.0,81.25,True,"Crayola Washable Kids Set Activity Paint, Multi 10 per",B07BS3GFMC,Q2
amazon,llama,ORBRIUM 4-Way Crossing Track Wooden Train Expansion Set,82.0,67.96116504854368,False,,,
amazon,claude,Schleich Farm World Stable with Horses and Accessories,79.0,71.15384615384616,True,Schleich Farm with Animals and Accessories Playset,B01C6WLXZA,Q2
amazon,mistral,ThinkFun Zingo Sight Words Award Winning Early Reading Game for Pre-K to 2nd Grade,90.0,95.0,True,"ThinkFun Zingo Sight Words Award Winning Early Reading Game for Pre-K to 2nd Grade - Toy of the Year Finalist, A Fun and Educational Game Developed by Educators for Boys and Girls, Multicolor",B08921XN6G,Q1
amazon,claude,Schleich Horse Club Riding School with Rider and Horse,70.0,68.21705426356588,True,"Schleich Horse Club, 40-Piece Playset, Horse Toys for Girls and Boys 5-12 years old Riding School with Riders and Horses",B0BGZ56KQP,Q1
amazon,claude,"JOYIN 12 Pack Dinosaur Figures with Movable Jaws, Realistic Dinosaur Toys Set for Kids 3-5, Boys Birthday Party Favors",78.0,73.72881355932203,False,,,
amazon,claude,LEGO Star Wars 75021 Republic Gunship,82.0,91.17647058823528,True,LEGO Star Wars - Republic Gunship,B0C1P1KWCZ,Q2
amazon,mistral,Munchkin 6 – Demented Dungeons,95.0,95.0,True,Steve Jackson Games Munchkin 6: Demented Dungeons,1556347782,Q1
amazon,mistral,Osmo - Genius Starter Kit for iPad + Family Game Night - 7 Educational Learning Games - Ages 6-10 - Easter Gifts for Kids,81.0,69.68325791855203,False,,,
amazon,gpt-oss,Boros Charm - Gatecrash - Foil,83.0,62.68656716417911,False,,,
amazon,gpt-oss,"Large Bubble Machine with Remote Control – 30,000 Bubbles per Minute, Indoor/Outdoor",64.0,64.1711229946524,False,,,
amazon,gpt-oss,Disney Frozen 2 Elsa & Anna Plush Set – 12‑Inch Soft Toys,58.0,70.96774193548387,False,,,
amazon,mistral,"Traxxas 5494 2WD Slash/Rustler/Stampede/Bandit Aluminum C-Hubs (Front, Black)",90.0,70.83333333333333,False,,,
amazon,llama,Fisher-Price Little People Play 'n Go Farm,81.0,90.69767441860466,False,,,
amazon,mistral,"GoolRC 2.4G 4CH 6-Axis Gyro RC Helicopter with 3 Batteries, LED Light, Altitude Hold, One Key Take Off/Landing, 3D Flip, Headless Mode for Beginners (Blue)",86.0,74.61773700305811,True,"GoolRC C129 V2 RC Helicopter, 4 Channel Remote Control Helicopter with 6-Axis Gyro, 2.4GHz RC Aircraft with 3D Flips, Altitude Hold, One Key Take Off/Landing and 3 Batteries for Adults and Beginners",B0BRD3VDTC,Q4
amazon,mistral,LEGO NINJAGO Lloyd’s Journey 70657 Building Kit,85.0,97.87234042553192,False,,,
amazon,mistral,HOBBYWING LED Program Box for XERUN Series ESC,85.0,70.0,True,HOBBYWING ESC LED Program Card Box for Platinum V1/V2 FlyFun V5 XeRun EzRun QuicRun SeaKing Series Brushless Aircraft Car Boat Robot ESC,B08BXQ17T9,Q1
amazon,llama,Ravensburger Labyrinth Board Game,76.0,92.06349206349206,False,,,
amazon,claude,Bakugan Battle Brawlers Starter Set,75.0,84.93150684931507,False,,,
amazon,mistral,"Sophia's 18 Inch Doll 3 Piece Pajama Set with Robe, Slippers and Sleep Mask, Fits American Girl Doll & More",85.0,71.84466019417476,False,,,
amazon,claude,Melissa & Doug Deluxe Wooden Railway Train Set (130+ Pieces),78.0,97.196261682243,False,,,
amazon,mistral,Funko POP! Marvel: Guardians of the Galaxy - Mantis,94.0,92.15686274509804,False,,,
amazon,mistral,LeapFrog Scribble and Write,81.0,100.0,True,LeapFrog Scribble and Write,B002IXKIG8,Q4
amazon,mistral,VTech KidiBeats Kids Drum Set,92.0,89.65517241379311,True,"VTech KidiBeats Drum Set, Pink",B0C5DXDNQ6,Q1
amazon,mistral,"Learning Resources Gears! Gears! Gears! Space Explorers Building Set, STEM Toys, 77 Pieces, Ages 4+",86.0,87.15083798882681,True,"Learning Resources Gears! Gears! Gears! Space Explorers Building Set, 77 Pieces, Ages 4+, Gears & Construction Toy, STEM Toys, Gears for Kids,Back to School Gifts",B01MR0FODO,Q1
amazon,mistral,American Girl WellieWishers Kendall Doll,92.0,88.88888888888889,True,"American Girl WellieWishers Kendall 14.5-inch Doll with Deep Brown Eyes, Curly Black Hair, Pink Sparkle Stretch Leotard, Periwinkle Glitter Mesh Skirt, Ages 4+",B06XRD76VK,Q1
amazon,mistral,Jurassic World Extreme Chomping Blue the Raptor Figure,87.0,70.58823529411764,False,,,
amazon,gpt-oss,LEGO Harry Potter Hogwarts Castle Building Kit,90.0,95.0,True,Lego Harry Potter: Hogwarts Castle,B0001VVJ2Q,Q4
amazon,gpt-oss,LEGO Marvel Avengers Helicarrier 76153 Building Set,85.0,77.87610619469027,True,"LEGO Marvel Avengers Helicarrier 76153 Fun Brick Building Toy with Marvel Avengers Action Minifigures, Great Gift for Kids Who Love Airplanes and Superhero Adventures (1,244 Pieces)",B08X2RJWDQ,Q1
amazon,llama,Vtech Kidizoom Smartwatch,78.0,89.28571428571429,True,"VTech Kidizoom Smartwatch, White",B00KS11FFK,Q1
amazon,llama,Azul,85.0,22.22222222222222,True,Next Move Games Azul,B07C3M44TC,Q4
amazon,llama,My Little Pony Pinkie Pie and Sugar Belle Figures,82.0,82.6923076923077,False,,,
amazon,gpt-oss,Little Tikes Cozy Coupe Kids Ride-On Car,82.0,95.0,True,Little Tikes Cozy Coupe,B01LY451EC,Q1
amazon,gpt-oss,Wooden Dice Tower for RPG Games – Premium Craft,85.0,63.26530612244898,False,,,
amazon,llama,DND Dice Set with Metal Case,78.0,81.25,False,,,
amazon,mistral,Hot Wheels AI Race System Starter Set with 2 Race Cars,82.0,67.96116504854368,True,Hot Wheels Ai Intelligent Race System Starter Kit,B01EHTJG18,Q1
amazon,gpt-oss,Fisher-Price Laugh & Learn Smart Stages Chair,86.0,100.0,True,"Fisher-Price Laugh & Learn Smart Stages Chair, musical toddler toy with interactive seat and learning content",B09PMNTFKG,Q1
amazon,llama,Schleich Animal Figurines,66.0,72.0,False,,,
amazon,mistral,Theory11 Monarchs Playing Cards (Red),90.0,88.23529411764706,True,Red Monarchs Deck Premium Playing Cards By Theory11 MFG Bicycle Playing Cards,B00GJSZPZC,Q1
amazon,mistral,Traxxas 8544 UDR Unlimited Desert Racer Rear Lower Suspension Arms (2),87.0,74.02597402597402,True,VITAVON CNC Alu Rear Trailing Arm for traxxas Unlimited Desert Racer1:7#8544,B09TT9GHPM,Q4
amazon,llama,"NECA Alien vs Predator 7"" Action Figure",81.0,80.85106382978724,False,,,
amazon,gpt-oss,"Automatic Bubble Machine with Music – 2‑Hour Playtime, Kids 4+",73.0,62.903225806451616,False,,,
amazon,mistral,LEGO Ideas Tree House 21318 Building Kit,88.0,80.51948051948052,True,"LEGO Ideas Tree House 21318, Model Construction Set for 16 Plus Year Olds with 3 Cabins, Interchangeable Leaves, Minifigures and a Bird Figure",B08NJT32HH,Q1
amazon,llama,"SainSmart Jr. Wooden Puzzle, Educational Block Toy",78.0,72.72727272727273,True,"SainSmart Jr. Wooden Tangram Puzzle, Educational Block Toy for Kid Toddler Preschooler (40 PCS)",B08VNTQHX4,Q1
amazon,claude,Funko Pop! Marvel: Avengers Endgame - Captain America (Worthy) Amazon Exclusive,88.0,81.37931034482759,False,,,
amazon,mistral,"Melissa & Doug Deluxe Wooden Stamp Set (Animal Themed, 30 Stamps)",88.0,78.18181818181819,True,"Melissa & Doug Deluxe Wooden Stamp Set: Animals - 30 Stamps, 6 Markers, 2 Stamp Pads & Rainbow Stamp Pad - 6 Washable Inks",B08HK8CRDD,Q1
amazon,mistral,HobbyKing Quattro 4x6S Multi-Rotor Lipoly Charger,95.0,66.08695652173913,False,,,
amazon,llama,K'NEX Thrills Roller Coaster Building Set,84.0,79.56989247311827,False,,,
amazon,llama,Pathfinder Battles: Legendary Adventures Goblin Army,82.0,70.27027027027026,False,,,
amazon,gpt-oss,Nerf N‑Strike Elite Strongarm Blaster,85.0,100.0,True,Nerf N-Strike Elite: Strongarm Blaster,B009T45XDW,Q1
amazon,gpt-oss,Daron Airport Control Tower Set,85.0,70.0,False,,,
amazon,claude,Buffalo Games - Cats Collection - Curious Kittens - 750 Piece Jigsaw Puzzle,75.0,84.21052631578947,False,,,
amazon,claude,"Barbie Signature Barbie Looks Doll (Tall, Brunette) Fully Posable Fashion Doll",85.0,74.55621301775149,False,,,
amazon,claude,"Kinetic Sand, 6lbs Beach Sand for Kids, All-Natural Sensory Toy",58.0,70.66666666666667,False,,,
amazon,claude,Yu-Gi-Oh! - Dark Magician (LOB-005) - Legend of Blue Eyes White Dragon - Unlimited Edition - Ultra Rare,78.0,100.0,True,Yu-Gi-Oh! - Dark Magician (LOB-005) - Legend of Blue Eyes White Dragon - Unlimited Edition - Ultra Rare,B0062DSXDK,Q3
amazon,gpt-oss,Star Wars Destiny Booster Pack: Galactic Conflict (2024) – Includes Cards & Dice,85.0,67.85714285714286,False,,,
amazon,claude,Funko Five Nights at Freddy's Mystery Minis Blind Box Figure,70.0,85.21739130434783,False,,,
amazon,mistral,LEGO Friends Heartlake City Grand Hotel 41482 Building Kit,82.0,90.09009009009009,False,,,
amazon,gpt-oss,National Geographic Mega Science Lab – 25 Experiments,88.0,77.77777777777779,False,,,
amazon,gpt-oss,LED Light-Up Fidget Spinner – Sensory Toy,60.0,74.69879518072288,False,,,
amazon,llama,Star Wars The Black Series Action Figures,77.0,93.5064935064935,False,,,
amazon,mistral,"VTech KidiBeats Kids Drum Set, Orange",87.0,83.07692307692307,False,,,
amazon,mistral,Peppa Pig Wooden Puzzle (24 pcs),90.0,77.77777777777779,True,Peppa Pig Wooden Game House (24 Pieces),B06XKX747X,Q4
amazon,claude,"Perplexus Original, Challenging Maze Game in a Sphere",76.0,69.56521739130434,True,Perplexus Original,B00CNNPNQI,Q1
amazon,llama,Play-Doh Modeling Compound 10-Pack,82.0,81.81818181818181,True,"Play-Doh Ultimate Color Collection 65-Pack & Modeling Compound 10-Pack Case of Colors, Non-Toxic, Assorted, 2 oz. Cans, Ages 2 and up, Multicolor (Amazon Exclusive)",B0BJ5M2Q9B,Q3
amazon,mistral,"Snap Circuits Jr. SC-100 Electronics Exploration Kit, Over 100 Projects, Full Color Project Manual, 30 + Snap Circuits Parts, STEM Educational Toy for Kids 8 +",80.0,98.66666666666669,True,Snap Circuits Jr. SC-100 Electronics Exploration Kit | Over 100 STEM Projects | 4-Color Project Manual | 30 Snap Modules | Unlimited Fun,B09XF7CSBZ,Q1
amazon,llama,Hasbro Nerf Modulus Regulator,78.0,68.75,True,"Nerf Modulus Regulator Fully Motorized Blaster, 3 Firing Modes (Amazon Exclusive)",B0BSJ6QSND,Q1
amazon,mistral,McFarlane Toys DC Multiverse The Batman Who Laughs Action Figure,80.0,83.82352941176471,True,"McFarlane Toys DC Multiverse Who Laughs as Batman 7"" Action Figure with Accessories",B09M4TR778,Q1
amazon,mistral,LEGO Ideas Medieval Blacksmith 21325 Building Kit,92.0,80.0,True,"LEGO Ideas Medieval Blacksmith 21325 Building Set, Model Kit for Adults to Build, Collectible Display House with Workshop, Home Décor Gift Idea",B0BLLQBWDM,Q1
amazon,claude,Catan Board Game (Base Game),73.0,78.57142857142857,True,Catan Board Game (Base Game) | Family Board Game | Board Game for Adults and Family | Adventure Board Game | Ages 10+ | for 3 to 4 Players | Average Playtime 60 Minutes | Made by Catan Studio,B07JC5GND1,Q2
amazon,llama,Crayola Ultimate Light Board,79.0,76.36363636363637,True,"Crayola Ultimate Light Board - Blue, Drawing Tablet & Tracing Pad, Kids Toys, Gifts For Boys & Girls, Ages 6+ [Amazon Exclusive]",B0C9K2SMBZ,Q1
amazon,claude,D&D Nolzur's Marvelous Miniatures: Beholder,71.0,93.82716049382717,True,WizKids Dungeons & Dragons: Nolzur's Marvelous Unpainted Miniatures: Beholder,B077YXH44J,Q1
amazon,gpt-oss,L.O.L. Surprise! O.M.G. Glitter Edition Fashion Doll,80.0,69.4915254237288,False,,,
amazon,gpt-oss,Munchkin Treasure Chest Booster Pack,90.0,74.28571428571429,False,,,
amazon,gpt-oss,Outdoor Play Tent - Princess Castle Theme with Tunnel,71.0,70.45454545454545,True,"KidKraft Castle Tent with Tunnel, Pink",B00L3NPX9G,Q1
amazon,llama,Crayola Ultimate Light Board,85.0,76.36363636363637,True,"Crayola Ultimate Light Board - Blue, Drawing Tablet & Tracing Pad, Kids Toys, Gifts For Boys & Girls, Ages 6+ [Amazon Exclusive]",B0C9K2SMBZ,Q1
amazon,claude,"Kinetic Sand, 6lbs of Beach Sand for Sensory Play, Molds and Flows, Gluten Free, Wheat Free, Casein Free, Ages 3 and Up",68.0,66.35071090047393,False,,,
amazon,claude,"Card Binder for Trading Cards - 4 Pocket Binder Compatible with Pokemon, MTG, YGO Cards",74.0,75.42857142857142,True,"4 Pocket Card Binder for Trading Cards, 400 Pockets Card Collectors Album Compatible with Baseball Card, Yugioh, MTG, Sports, Football Cards",B0899L2TL1,Q1
amazon,llama,Paw Patrol Lookout Tower,80.0,77.41935483870968,True,"Paw Patrol, My Size Lookout Tower with Exclusive Vehicle Toy, Rotating Periscope and Lights and Sounds",B01MQZ5U66,Q1
amazon,mistral,Play-Doh Kitchen Creations Ultimate Swirl Ice Cream Truck Playset,87.0,77.01863354037268,False,,,
amazon,claude,Our Generation Sweet Stop Ice Cream Truck for 18-Inch Dolls,73.0,90.7563025210084,True,"Our Generation Dolls Sweet Stop Ice Cream Truck for Dolls, 18""",B01AEHO6AS,Q2
amazon,mistral,Funko POP! Harry Potter Dragon Vinyl Figure,92.0,91.56626506024097,False,,,
amazon,llama,Funko POP Movies: Marvel - Spider-Man Action Figure,67.0,89.13043478260869,True,Funko POP! Marvel 4 Inch Vinyl Bobble Head Figure - Spider Man,B004R7PWBO,Q1
amazon,llama,LEGO Star Wars Ultimate Collector's Millennium Falcon,87.0,100.0,True,LEGO Star Wars Ultimate Collector's Millennium Falcon,B000WLW3W0,Q1
amazon,llama,Dead of Winter,70.0,68.96551724137932,False,,,
amazon,mistral,Buffalo Games - Thomas Kinkade: A Peaceful Retreat - 1000 Piece Jigsaw Puzzle,95.0,83.07692307692307,True,"Thomas Kinkade Paintor Of LIght ""A Peaceful Retreat"" 1000 PIece Puzzle",B0025YRKQQ,Q4
amazon,claude,LEGO Classic Creative Color Fun 11032 Building Toy Set,70.0,76.63551401869158,False,,,
amazon,mistral,LEGO DUPLO Marvel Super Heroes Lab (10912),92.0,76.54320987654322,False,,,
amazon,mistral,4M KidzLabs Crystal Mining Kit,87.0,75.40983606557377,False,,,
amazon,llama,Crayola Ultimate Light Board Drawing Tablet,85.0,70.27027027027026,True,"Crayola Ultimate Light Board - Blue, Drawing Tablet & Tracing Pad, Kids Toys, Gifts For Boys & Girls, Ages 6+ [Amazon Exclusive]",B0C9K2SMBZ,Q1
amazon,mistral,"Transformers Studio Series 86-03 Voyager Class Scourge Action Figure, 7""",87.0,78.125,True,"Transformers Toys Studio Series 86 Voyager Class The Transformers: The Movie 1986 Scourge Action Figure - Ages 8 and Up, 6.5-inch",B08KYFQ3WP,Q1
amazon,gpt-oss,Caverna: The Cave Farmers,92.0,65.11627906976744,False,,,
